Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
8708,4jU7NPkz4HVnM4hweqNhI1,The White Stripes,Get Behind Me Satan,Blue Orchid,66,157560,FALSE,0.481,0.645,10,-8.535,0,0.318,0.0863,6.20E-06,0.332,0.612,151.307,4,blues
35736,6gUKmSEW7Wo9P7G9H1D0GW,Asas Livres,Asas Livres & Pablo: Retrô (Ao Vivo),Vou Te Procurar,39,213916,FALSE,0.78,0.541,0,-7.75,1,0.0282,0.0877,1.58E-05,0.573,0.83,128.901,4,forro
19664,200x8ONbPfFzByUr3fVz46,Cole Swindell,Stereotype,She Had Me At Heads Carolina,82,206106,FALSE,0.607,0.912,8,-3.449,1,0.0611,0.124,0,0.332,0.722,134.944,4,country
19581,7eD2Y45iwe5hHrmmmDNUsB,Chris Janson,Country Holiday,It Is Christmas,0,167613,FALSE,0.289,0.424,2,-8.559,1,0.0329,0.826,3.02E-06,0.104,0.188,72.437,4,country
71077,6GwXhxrjTEVuBZC7jnB7f1,Disturbed,Metal Lives!,Hey You,0,268481,FALSE,0.5,0.982,1,-3.496,1,0.0727,4.72E-05,4.28E-05,0.0447,0.507,103.033,4,metal
93776,0oykoQRx0Zg25RDRNMyeg2,Nikolai Erdenko,Шедевры цыганской музыки. Цыганская скрипка,Порги,0,125080,FALSE,0.252,0.304,10,-10.683,1,0.0363,0.713,0.0109,0.11,0.0893,85.309,3,romance
39630,5u7QargOKXO82nXcAU9s8L,PA69,Biertornado,Biertornado,42,218417,TRUE,0.962,0.596,10,-7.207,0,0.264,0.068,9.93E-06,0.106,0.705,128.004,4,german
31693,4vHUDuEaQeGvKlW2n7Mwbt,Chelsea Cutler,Mega Hits Autumn/Fall 2022,Devil On My Shoulder,0,212493,TRUE,0.661,0.323,7,-9.579,1,0.0412,0.649,1.82E-05,0.193,0.372,129.955,4,electro
113715,0AGM3L1E346dTkLcGMaEdv,Chris Tomlin;Bear Rinehart;NEEDTOBREATHE,Chris Tomlin & Friends,Power (feat. Bear Rinehart of NEEDTOBREATHE),43,193240,FALSE,0.344,0.598,9,-4.596,1,0.0376,0.541,0,0.196,0.276,179.89,4,world-music
12422,4Umuv22IzUYDoDPHK7YpUD,my little airport,TASTE OF TEARS (Live),再殺一個人 - Live,28,216376,FALSE,0.528,0.567,2,-10.186,1,0.0488,0.0342,0.0427,0.484,0.333,77.885,4,cantopop
34610,5bmr1bA6jmwPyWIoZVcgSa,When Chai Met Toast,Nee Aara,Nee Aara,35,224262,FALSE,0.715,0.66,0,-6.168,0,0.0322,0.289,0.000248,0.581,0.39,122.049,4,folk
104559,0J5Lqx3hDPF4GFYWGtJLZA,ERRE,Noches Prohibidas,Noches Prohibidas,58,216818,FALSE,0.622,0.33,4,-10.194,1,0.032,0.842,0,0.122,0.511,84.231,4,spanish
76768,5lyQFFQdGpqWbGYTXKbtJz,Amaury Vassili;Mike Brant,Amaury Vassili chante Mike Brant,Qui saura (feat. Mike Brant),20,212813,FALSE,0.448,0.746,3,-6.319,1,0.0405,0.348,0.000229,0.129,0.461,78.856,4,opera
82613,5aNar2dzZ5r2iRfeXwzhil,The Smithereens,The Lost Album,Out Of This World,22,213080,FALSE,0.598,0.936,6,-3.423,0,0.0482,0.00866,1.82E-06,0.0368,0.722,118.13,4,power-pop
79717,6oCUME6tmQJi4LPHogLpUV,Elise Lindahl,Alt jeg tør,Alt jeg tør,50,142000,FALSE,0.415,0.00179,10,-33.759,1,0.0469,0.994,0.944,0.126,0.0782,109.399,4,piano
47593,0KbtyQ2oKJWiFJz5wY4HBX,ZZ Top,The ZZ Top Sixpack,Tube Snake Boogie,38,184293,FALSE,0.569,0.648,9,-12.15,1,0.0375,0.00382,0.054,0.108,0.965,150.396,4,hard-rock
95610,2TigcpMQspGHGAYJ6fdLc9,Bobby Rosario,Homenaje,Sigo pa'lante - Homenaje,29,213591,TRUE,0.841,0.433,7,-12.206,0,0.0441,0.523,2.52E-06,0.121,0.857,101.454,4,salsa
81014,58f4twRnbZOOVUhMUpplJ4,AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon,Brown Munde,Brown Munde,76,254400,FALSE,0.854,0.611,8,-6.26,0,0.0864,0.223,0,0.119,0.417,100.024,4,pop
45943,2uNzHTy6iLyzZhY1bDuuZ0,Jesse Rice,The Pirate Sessions,Sweet Kinda Summer,20,223680,FALSE,0.499,0.784,8,-7.369,1,0.0357,0.382,0,0.0937,0.926,199.961,4,guitar
1356,1FhP3mymDoN2hX5p57uTnu,Lijadu Sisters,Horizon Unlimited,Come on Home,45,318785,FALSE,0.537,0.501,7,-11.22,1,0.093,0.0684,0.00366,0.0753,0.914,93.849,4,afrobeat
80078,0u8wprNfOdcWpUlWnfMcpP,Shankar-Ehsaan-Loy;Rahat Fateh Ali Khan;Mahalakshmi Iyer;Gulzar,Jhoom Barabar Jhoom,Bol Na Halke Halke,68,306834,FALSE,0.637,0.573,11,-6.69,0,0.0491,0.279,3.46E-06,0.0617,0.704,90.017,4,pop-film
87221,28RUIwtdKUNoMVlg4DzsgV,Fidel Rueda,Tengo Ganas,Me Llamas,48,257038,FALSE,0.773,0.413,8,-5.931,1,0.049,0.344,6.57E-05,0.0659,0.88,98.749,4,r-n-b
113596,00tmncKNivQuNIXAhvI2ZU,Rainy Lullaby,"#mindfulness - Soft Rain for Mindful Meditation, Stress Relief Relaxation Music",Take You to the Water,26,364981,FALSE,0.143,0.0206,9,-30.18,0,0.0475,0.809,0.606,0.0859,0.039,71.35,4,world-music
9878,3IGrdj1sjV19PjVU1S3bmq,Gabi Sampaio,Rei do Meu Coração,Rei do Meu Coração,43,419832,FALSE,0.337,0.645,9,-5.376,1,0.0351,0.277,0,0.061,0.198,140.402,4,brazil
103925,40gooTta3y4FgzXaMOGDJL,Surfaces,I Can't Help But Feel,I Can't Help But Feel,66,178780,FALSE,0.722,0.706,1,-4.552,0,0.0314,0.328,0,0.108,0.715,114.983,4,soul
44368,420JGkyLfLUZcgBHKiIK9v,Shinedown,Leave a Whisper (Deluxe Edition),45,67,250093,FALSE,0.446,0.657,7,-4.494,1,0.0262,0.0022,0,0.189,0.215,152.132,3,grunge
15264,2KEnu7ABoDpekTUae5rrU0,keshi,just friends,just friends,62,123125,TRUE,0.713,0.244,6,-15.639,0,0.101,0.767,0.00435,0.101,0.199,119.993,4,chill
62727,25JWyDp4DkZpRzChZKHiPw,ELLEGARDEN,ジターバグ,Cakes And Ale And Everlasting Laugh,36,184173,FALSE,0.382,0.945,2,-2.897,1,0.067,0.000486,0,0.0481,0.314,154.96,4,j-pop
42974,1GrmDsix0gCsJLvWmYL0fA,Desalmado,Save Us from Ourselves,Bridges to a New Dawn,14,266680,FALSE,0.368,0.987,7,-5.723,1,0.184,7.13E-05,0.646,0.133,0.0395,136.876,4,grindcore
7966,1cjzQL5OfholGDOsI2xR26,Watchhouse,Haste Make / Hard Hearted Stranger,No Weight,22,245880,FALSE,0.417,0.203,2,-12.322,1,0.0282,0.913,0.0786,0.125,0.181,139.82,3,bluegrass
96460,4BuMHNAzKdsmQZnipQIrMo,Maria Rita,Maria Rita,A festa,40,269066,FALSE,0.673,0.606,2,-9.571,1,0.0403,0.224,1.77E-05,0.0648,0.653,136.093,3,samba
13072,3Aod2IpCP00QHUlnbLRhq0,Ten City,No House Big Enough,My Peace of Heaven,16,332866,FALSE,0.665,0.723,11,-12.277,0,0.0368,0.0259,0.00469,0.0799,0.74,121.473,4,chicago-house
41666,2cpVmOYiFmxSsLkO4SxWhM,Lacrimosa,Fassade,Fassade - 3. Satz,22,464800,FALSE,0.402,0.539,10,-7.123,1,0.0297,0.000576,0.143,0.132,0.104,129.989,4,goth
92968,49h88o4NI0i0WTkU2HN1JS,João Gordo,Brutal Brega,Eu Vou Rifar Meu Coração,22,141106,FALSE,0.648,0.883,4,-7.021,1,0.037,0.00479,6.09E-06,0.396,0.949,130.027,4,rockabilly
54907,1o9DkWP5zph0hi09OdsiLi,Baseck;Pilo,In Fragments,ML3A,7,147000,FALSE,0.227,0.148,2,-20.681,0,0.0349,0.942,0.892,0.132,0.0873,125.581,4,idm
44588,5adBpeh1CjHAzlM2i8nYFR,Three Days Grace,Outsider,The Mountain,62,198360,FALSE,0.492,0.932,10,-4.689,1,0.052,0.000572,4.75E-06,0.123,0.33,92.497,4,grunge
25157,17CPezzLWzvGfpZW6X8XT0,Lionel Richie,Dancing On The Ceiling (Expanded Edition),"Say You, Say Me",69,241066,FALSE,0.636,0.405,8,-11.113,1,0.0287,0.355,0,0.0804,0.257,128.068,4,disco
12033,6akVETVeqqPVvuBS5e0EB1,Eason Chan,孤勇者 (《英雄聯盟:雙城之戰》動畫劇集中文主題曲),孤勇者 - 《英雄聯盟:雙城之戰》動畫劇集中文主題曲,67,256000,FALSE,0.615,0.535,8,-6.847,0,0.032,0.63,0,0.0907,0.293,130.025,4,cantopop
24902,3GnUL81K4TV9zEym72YykI,Robert Hood,The Blueprint EP,Chroma Light,23,337462,FALSE,0.731,0.675,4,-10.425,0,0.0637,0.0085,0.883,0.071,0.21,130.004,4,detroit-techno
105157,3ZUuqfhDap5imYc1Jk94sL,Timothy Infinite,Probiotic.,Probiotic.,31,148587,FALSE,0.85,0.544,0,-9.195,1,0.056,0.0137,0.853,0.0781,0.426,129.081,4,study
62531,6ECA4muVp3hMB6jSYQNohb,MALIQ & D'Essentials,Free Your Mind,Heaven,41,215746,FALSE,0.652,0.636,6,-7.152,0,0.0672,0.847,0.00731,0.381,0.852,95.088,4,j-pop
61664,5MOwhOXCmHeR1muBCBgbRg,AKB48,神曲たち,マジスカロックンロール,20,221000,FALSE,0.51,0.996,8,-3.512,1,0.108,0.000287,0.00947,0.337,0.556,141.983,4,j-idol
48293,19BMNNjQ3Ou1H9xKtUTmo5,Gramofocas,Sempre que eu fico feliz eu bebo,Sempre Que Eu Fico Feliz Eu Bebo,36,125976,TRUE,0.374,0.917,4,-2.215,1,0.0519,0.000828,1.29E-06,0.108,0.705,140.187,4,hardcore
46528,2mWIEU9qfnoTgUEMnUzLaJ,Partyraiser;Destructive Tendencies,Sound Becomes One,Sound Becomes One - Video & MoH,20,414034,FALSE,0.25,0.872,9,-5.39,1,0.0522,0.0923,0.000228,0.0943,0.0396,91.824,4,happy
11649,5qsXICL3w4FFfc9ZyDNhPR,Manfred Mann's Earth Band;The Disco Boys,Lone Arranger (Deluxe Edition),I Came for You,35,194040,FALSE,0.557,0.742,5,-8.056,1,0.0665,0.11,1.07E-05,0.291,0.253,127.986,4,british
88118,1LBbGzkIDSEc0RQb9LXgce,J Balvin;Sech,Feliz Cumpleaños con Perreo,Una Nota,3,170760,FALSE,0.662,0.788,3,-4.55,0,0.205,0.0191,0,0.0559,0.711,179.876,4,reggae
30210,1rBXCmKIMcq1bRIsXpq2Qk,SENSE,Moved On,Moved On,55,129778,FALSE,0.714,0.817,10,-4.621,0,0.0433,0.0866,0.00435,0.321,0.123,126.026,4,edm
32729,5drK2kTE2mrUdV33iHWyrx,Hooverphonic,The Magnificent Tree,Mad About You,61,223733,FALSE,0.465,0.844,1,-4.352,0,0.0379,0.00109,0.399,0.0865,0.155,170.358,4,electronic
47899,0Om3atUNbAqVJexASXyKqH,Raimundos,Acústico - Ao Vivo,Puteiro Em João Pessoa - Ao Vivo | Acústico,35,204672,TRUE,0.465,0.971,8,-2.722,1,0.0932,0.289,0,0.912,0.649,129.216,4,hard-rock
2095,11jMqNuaE2vTsBBjESguoL,Los Enanitos Verdes,Triste Hora,Igual Que Ayer,0,290160,FALSE,0.62,0.788,7,-8.646,1,0.0276,0.018,0,0.369,0.856,137.129,4,alt-rock
60692,0yiEzh0uwRE4esEDjyhjdI,Laa Lee;TripleDose Production,Bruk Stone Riddim,Gal Yuh Hot,20,181603,TRUE,0.825,0.766,6,-4.741,1,0.181,0.2,0,0.101,0.896,107.986,4,j-dance
76175,3YMx7ezFrrHJIlEbdhVB42,Bernward Koch,Walking through Clouds,Gentle Touch,27,170066,FALSE,0.306,0.0679,11,-16.929,1,0.0342,0.895,0.673,0.119,0.103,83.107,4,opera
67144,5qNlMrawQu9DeWErxDeKZA,J Balvin,Carrete con besties,Sigo Extrañándote,0,201280,FALSE,0.896,0.859,11,-4.232,0,0.21,0.154,0.000109,0.212,0.938,93.016,4,latin
279,24UxG3p1Ghtc5ejJtGBoeL,Kina Grannis,Can't Help Falling In Love (Piano Version),Can't Help Falling In Love - Piano Version,54,211624,FALSE,0.271,0.0937,0,-15.035,1,0.0367,0.939,0,0.108,0.147,164.721,5,acoustic
68380,5mVW4nXaUzd8bRn0MWQb9H,Yandel;Sebastian Yatra;Manuel Turizo,Fiesta Reggaeton 2010s,En Cero,1,223586,FALSE,0.733,0.783,9,-4.788,1,0.0386,0.156,0,0.286,0.634,93.018,4,latino
58562,0sMmtnF7by7WPNeRXCam9H,Rammstein,Rammstein,Weit weg,57,260915,FALSE,0.351,0.833,9,-5.109,1,0.0508,0.0112,0.000292,0.166,0.303,202.036,4,industrial
110703,2wG2zxj4G6A5NuYBfKkCY1,Groundbass;Blazy;Dang3r,Sentidos,Sentidos,41,392425,FALSE,0.48,0.864,5,-5.663,1,0.182,0.0161,0.192,0.19,0.0714,140.033,4,trance
57382,3u86TvC5VEoNyrWMVAnewj,Armani White,Halloween 2022,BILLIE EILISH.,0,99282,TRUE,0.9,0.509,1,-6.647,1,0.257,0.115,1.67E-06,0.0937,0.765,100.007,4,indie
106518,2K2NeVnP853rkR5ese8ZLP,Sabaton,The Great War,The Attack of the Dead Men,64,235720,FALSE,0.522,0.975,9,-5.895,0,0.0917,0.00649,3.62E-05,0.189,0.242,115.998,4,swedish
15719,0fIBKQo4M0BNrTzgbfwYiH,Knowmadic,Course,Course,55,138947,FALSE,0.691,0.323,6,-16.599,1,0.119,0.897,0.942,0.0975,0.382,75.955,4,chill
44339,3u0pZ2lv90HMUvovpTeIdb,Alter Bridge,Pawns & Kings,Season of Promise,50,291449,FALSE,0.282,0.92,9,-5.862,1,0.104,7.83E-06,0.000179,0.225,0.254,174.958,4,grunge
16886,4b7RdgoJT9BaSk4drBMZJx,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart: A Night of Classics,"Minuet in D, K.94 (Orch. Erik Smith)",10,79000,FALSE,0.439,0.0592,2,-21.971,1,0.0436,0.864,0.0588,0.41,0.337,117.939,3,classical
106292,6eJ6mr93KWLb54709VFH0k,Arvingarna,Semester,Semester,41,180280,FALSE,0.69,0.862,0,-4.21,1,0.0269,0.19,0,0.0985,0.961,104.984,4,swedish
102771,3mtSPmyeEkkqvHdXj7W4qg,Lyn Lapid,I Guess That Was Goodbye,I Guess That Was Goodbye,58,190243,FALSE,0.492,0.227,2,-10.679,1,0.0277,0.772,6.57E-05,0.106,0.229,137.697,4,songwriter
36863,1mMNHBj0WhBfZY4BEClj45,Cinco;Leto,Four,Four,33,200431,TRUE,0.961,0.773,2,-4.934,1,0.315,0.17,0,0.331,0.82,125.011,4,french
20186,3eiyVLzApYhOhO90xE1xG4,Lady Gaga,Halloween Party 2022,Born This Way,1,260413,FALSE,0.586,0.835,11,-5.117,1,0.146,0.00387,0,0.304,0.492,123.936,4,dance
24881,15ZVK7G0a8Ar2UA7uFFAzX,Kenny Larkin,Metaphor (Expanded Edition),Groove,7,322840,FALSE,0.785,0.529,11,-15.359,0,0.0497,0.00112,0.823,0.0601,0.886,134.038,4,detroit-techno
37672,4MwKWD6DeX4R4QS741FTbK,DJ GH7;Mc Gw,MINI GAME ASSOMBRADO CLUB DZ7,MINI GAME ASSOMBRADO CLUB DZ7,45,168089,TRUE,0.692,0.582,6,-2.514,0,0.0734,0.562,0,0.131,0.393,130.146,4,funk
54113,5cMCTE9j5Yc7ETRFlSx10G,Ben Lukas Boysen;Paul Emmerich,The Lazarus Project (Original Score),Godmother,16,125760,FALSE,0.441,0.208,2,-27.503,1,0.0369,0.922,0.908,0.103,0.0372,100.032,4,idm
77681,6ft3SONlfgxcwOMRoECNHd,Turma do Pagode;Gaab;Rodriguinho;Mr. Dan,Live Mixturadin,Toma Cuidado (feat. Mr. Dan) - Ao Vivo,43,180937,FALSE,0.647,0.681,11,-7.675,1,0.0588,0.598,0,0.149,0.759,160.067,4,pagode
100784,0jvp7pKIiGpDwqG4t13VjA,The Interrupters,Say It Out Loud,The Prosecutor,32,165527,FALSE,0.728,0.934,7,-3.404,1,0.0394,0.11,0,0.379,0.751,91.513,4,ska
20225,0BkWoJ1DbYrruv8srcPkmp,Lady Gaga,Halloween Hits,Teeth,3,220693,FALSE,0.713,0.833,11,-5.198,1,0.0483,0.0295,0,0.0868,0.552,96.012,4,dance
110199,12zekfTE19F1o8kPAKieSa,Ferry Corsten,Armada Music - ADE 2022,You Can't Stop Me,0,189843,FALSE,0.551,0.958,7,-4.764,1,0.0395,0.00159,0.00563,0.328,0.366,124.993,4,trance
70398,25sQT3yCEgd1uE6LC9ivcs,Eve Ai,"垂直活著,水平留戀著。",Forever Young,52,313906,FALSE,0.304,0.226,0,-10.707,1,0.0329,0.929,0,0.161,0.323,139.593,4,mandopop
44267,7tUtvGeKB2V5W5ms6uBlyC,Nirvana,With The Lights Out - Box Set,Sappy,61,205493,FALSE,0.406,0.81,1,-6.127,1,0.0343,1.04E-05,1.34E-06,0.325,0.638,128.282,4,grunge
9911,45v0IeK7yoSWKyP3Ds2CXv,3030,Arcano 19,Raízes,44,190571,FALSE,0.604,0.392,4,-11.259,0,0.0652,0.794,4.21E-05,0.102,0.387,83.683,4,brazil
54506,61r3j7T1VrHkb5epFvJeD2,Boy is Fiction,My Veins Are Blocked / Rework,My Veins Are Blocked / Rework,10,229500,FALSE,0.525,0.0662,5,-21.54,1,0.0344,0.996,0.917,0.128,0.168,80.013,4,idm
56811,7j56HrjR9cGzvekvZY3Faz,Fitz and The Tantrums,Fitz and The Tantrums,HandClap,65,193253,FALSE,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,4,indie-pop
33090,2E43WFS4rRc09za2r2GmZl,Fall Out Boy,Save Rock And Roll,My Songs Know What You Did In The Dark (Light Em Up),73,186826,FALSE,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32E-06,0.537,0.567,151.99,4,emo
87725,1U0r0NTk1REudDGzNICs17,Capital Inicial,Eletricidade,O Passageiro (The Passenger),41,255893,FALSE,0.561,0.592,4,-9.55,0,0.0282,0.124,0,0.134,0.62,141.841,4,r-n-b
58734,10qFyEwoDALDmgymvqxims,Mushroomhead,XX,Born Of Desire,22,241160,FALSE,0.391,0.897,4,-5.44,1,0.187,0.000786,0.824,0.277,0.317,83.587,4,industrial
39723,2wRN0iIapzOP6fhxvvvUkl,102 Boyz;Chapo102;Stacks102;Skoob102,Tresentape,Anders,39,190133,TRUE,0.733,0.616,6,-6.607,0,0.278,0.0305,0,0.107,0.364,79.979,4,german
4692,2WkuESwWyJ1txlbXnDIwPm,Max Richter,Voyager - Essential Max Richter,A Catalogue of Afternoons,56,108773,FALSE,0.126,0.0805,11,-31.267,1,0.0413,0.996,0.852,0.0976,0.124,205.971,5,ambient
31801,5aUSEPNd3m5xliFK4pn5mU,Zedd;Kehlani,Good Thing (with Kehlani),Good Thing (with Kehlani),68,210901,TRUE,0.693,0.564,1,-3.857,0,0.0378,0.399,0,0.0409,0.574,185.913,3,electro
50879,4tjekS5byZqstbRZzUbU3A,Carajo,Carajo,Conquistador,21,206453,FALSE,0.498,0.996,1,-3.836,1,0.171,4.68E-05,6.51E-05,0.0679,0.0645,118.069,4,heavy-metal
15088,0X9MxHR1rTkEHDjp95F2OO,Anna Hamilton,Bad Liar,Bad Liar,62,248448,FALSE,0.691,0.234,3,-6.441,1,0.0285,0.777,0,0.12,0.209,87.103,4,chill
33834,2aqV0E7RVqZWPNhuqXiY8h,Underaiki,por la morning (dumb),por la morning (dumb),34,67657,TRUE,0.636,0.565,5,-5.691,1,0.0385,0.37,0,0.0898,0.237,71.086,4,emo
67359,1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,97,243716,FALSE,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,latin
82187,2DmEfGC4Ae3rGKB6mE1bcF,Teenage Bottlerocket,Total,Stupid Games,30,147680,FALSE,0.484,0.983,7,-4.358,1,0.142,0.00107,0,0.275,0.383,95.488,4,power-pop
49046,6xwbL4CNsZI91ODpevixwS,Adaro;Kronos,Harder Stylez: We Love The Bass,Kings of the Beat - Radio Edit,0,221903,FALSE,0.581,0.976,10,-3.416,0,0.145,0.0147,9.31E-05,0.519,0.443,155.021,4,hardstyle
98440,2tydrdWbxkzlGswfZeYuzc,"Anthony Rapp;You're a Good Man, Charlie Brown Ensemble (1999)","You're a Good Man, Charlie Brown (New Broadway Cast Recording (1999))",T.E.A.M. / The Baseball Game,25,222600,FALSE,0.532,0.29,2,-14.187,1,0.33,0.806,0,0.358,0.518,82.014,4,show-tunes
60327,30d2f7wlZ6XwyGnyh8pIoH,Teebone,Mad Sumbdy,Mad Sumbdy,24,156215,TRUE,0.508,0.619,1,-7.945,1,0.432,0.897,0,0.104,0.711,64.086,5,j-dance
41082,0XnSNm4QWL6OJ6SVCKGe8U,Håkan Hellström,Illusioner,Tro på livet,35,266874,FALSE,0.167,0.398,8,-8.578,1,0.0324,0.646,0.0199,0.111,0.217,71.185,4,goth
78956,3cIR1XUUJVA82YEIhDr9yQ,Andi Latte,Lattenstramm,Lattenstramm,22,179919,FALSE,0.765,0.966,0,-2.754,1,0.124,0.0707,0,0.329,0.906,135.977,4,party
91018,2RSHsoi04658QL5xgQVov3,Imagine Dragons,Origins (Deluxe),Bad Liar,81,260773,FALSE,0.383,0.637,3,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,4,rock
